2A_element_perfect,2F_element_perfect,2Lo_element_perfect,2Lz_element_perfect,2S_element_perfect,2T_element_perfect,3A_element_perfect,3F_element_perfect,3Lo_element_perfect,3Lz_element_perfect,3S_element_perfect,3T_element_perfect,4F_element_perfect,4Lo_element_perfect,4Lz_element_perfect,4S_element_perfect,4T_element_perfect,A_element_perfect,CCSp2_element_perfect,CCSp3_element_perfect,CCSp4_element_perfect,CCSpB_element_perfect,CCSp_element_perfect,CCoSp2_element_perfect,CCoSp3_element_perfect,CCoSp4_element_perfect,CCoSpB_element_perfect,CCoSp_element_perfect,CSSp2_element_perfect,CSSp3_element_perfect,CSSp4_element_perfect,CSSpB_element_perfect,CSSp_element_perfect,CSp2_element_perfect,CSp3_element_perfect,CSp4_element_perfect,CSpB_element_perfect,CSp_element_perfect,ChS_element_perfect,ChSpl_element_perfect,CoSp2_element_perfect,CoSpB_element_perfect,CoSp_element_perfect,Eu_element_perfect,FCCSp4_element_perfect,FCCoSp2_element_perfect,FCCoSp3_element_perfect,FCCoSp4_element_perfect,FCCoSpB_element_perfect,FCCoSp_element_perfect,FCSSp2_element_perfect,FCSSp3_element_perfect,FCSSp4_element_perfect,FCSSpB_element_perfect,FCSSp_element_perfect,FCSp2_element_perfect,FCSp3_element_perfect,FCSp4_element_perfect,FCSpB_element_perfect,FCSp_element_perfect,FCoSp2_element_perfect,FCoSp_element_perfect,FLSp2_element_perfect,FLSp3_element_perfect,FLSp4_element_perfect,FSSp2_element_perfect,FSSp3_element_perfect,FSSp4_element_perfect,FSSpB_element_perfect,FSSp_element_perfect,FSsp2_element_perfect,FUSp_element_perfect,F_element_perfect,LSp2_element_perfect,LSp3_element_perfect,LSp4_element_perfect,LSpB_element_perfect,LSp_element_perfect,Lo_element_perfect,Lz_element_perfect,SSp2_element_perfect,SSp3_element_perfect,SSp4_element_perfect,SSpB_element_perfect,SSp_element_perfect,S_element_perfect,Sp_element_perfect,StSq2_element_perfect,StSq3_element_perfect,StSq4_element_perfect,StSqB_element_perfect,StSq_element_perfect,T_element_perfect,USpB_element_perfect,W_element_perfect,color,components_score,date_end,date_start,elements_score,origin_id,overall_place,overall_total_score,place,school_id,segment_name,starting_place,title,tournament_id,unit_id,season
1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,lime,32.67,2089-10-06,2089-10-05,34.4,1.0,8,199.49,10,62,Короткая программа,12,2A/3F/CCSp3/StSq2/3Lz+3T/FSSp3/CCoSp2,92,334,Autumn
1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,lime,62.82,2089-09-23,2089-09-20,61.57,1.0,10,182.87,6,62,Произвольная программа,10,2A/3Lz/3F/3Lo/CCSp3/StSq3/3Lz+1Eu+3S/2A+3Tq/3S+2T/FCCoSp4/CCoSp2,95,334,Autumn
1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lime,66.77,2091-10-06,2091-10-03,53.45,1.0,17,188.18,18,62,Произвольная программа,6,4S/2A+3T/3Lo/FCSp2/3F/ChSq1/3Lzq/3S/2A+1Eu+2S/CSSp4/StSq2/CCoSp4V,398,334,Autumn
1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,lime,68.18,2089-10-06,2089-10-05,64.24,1.0,8,199.49,5,62,Произвольная программа,16,2A/3Lz/3F/3Lo/CCSp3/StSq2/3Lz+1Eu+3S/2A+3T/3S+2T/CCoSp3/FCCoSp4,92,334,Autumn
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,lime,30.23,2090-10-08,2090-10-05,27.12,2.0,31,50.35,31,62,Короткая программа,18,3A/3Lo/FCSp3/3Lzq+COMBO+2T*/CCoSp4/StSq2/CSSp4,3,334,Autumn
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,lime,36.15,2092-04-26,2092-04-23,41.86,2.0,8,230.87,7,62,Короткая программа,9,4S/2A/FCSp3/3Lz+3T/CCoSp4/StSq2/CSSp3,7115,334,Spring
1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,lime,74.09,2092-04-26,2092-04-23,78.77,2.0,8,230.87,8,62,Произвольная программа,10,4S/3F/3Lo/FCSp3/3Lz/ChSq1/3Lz+1Eu+3S/3F+2T/2A+3T/CSSp4/StSq2/CCoSp4,7115,334,Spring
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,lime,31.17,2089-09-23,2089-09-20,27.31,1.0,10,182.87,19,62,Короткая программа,24,3Lz+COMBO/3F/CCSp2/StSq3/2A/FSSp4/CCoSp4,95,334,Autumn
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lime,35.32,2091-10-06,2091-10-03,34.64,1.0,17,188.18,13,62,Короткая программа,10,4S/2A/FCSp2/3Lz+3T/CCoSp4/StSq1/CSSp4,398,334,Autumn
0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lime,67.17,2090-09-21,2090-09-20,53.25,1.0,18,186.29,19,62,Произвольная программа,17,3A/3S/3Lo/FCSp2/3F/ChSq1/3Lzq+1Eu+1S/3Lz+2T/2A+3T/CSSp4/CCoSp4,267,334,Autumn
0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,lime,32.85,2091-04-13,2091-04-11,31.26,2.0,23,180.94,19,62,Короткая программа,19,1A*/3Lo/FCSp2/3Lz+3T/CCoSp4/StSq2/CSSp4,47,334,Spring
1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lime,32.07,2091-02-22,2091-02-20,32.44,1.0,29,64.51,29,62,Короткая программа,8,2A/3Lo/FCSp3/3Lz+3T/CCoSp4V/StSq1/CSSp4,72,334,Winter
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,lime,33.9,2090-04-22,2090-04-19,35.95,1.0,11,189.87,9,62,Короткая программа,8,3Aq/3F/CCSp3/StSq2/3Lz+3T/FSSp4/CCoSp4,84,334,Spring
1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,lime,65.8,2090-04-22,2090-04-19,55.22,1.0,11,189.87,12,62,Произвольная программа,4,2A/3Lz/2F<</3Lo/CCSp3/StSq2/3Lz+1Eu+3S/2A+2T/3S+2T/ChSq1/FCCoSp4/CCoSp3V,84,334,Spring
1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,lime,65.18,2090-03-30,2090-03-28,63.38,1.0,7,206.52,10,62,Произвольная программа,22,3A/1A/3F/3Lo/CCSp3/StSq3/3Lz+1Eu+3S/2A+3T/3S+2T/FCCoSp4/CCoSp4,86,334,Spring
0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,lime,35.08,2090-03-30,2090-03-28,42.88,1.0,7,206.52,3,62,Короткая программа,22,3A/3F/CCSp3/StSq2/3Lz+3T/FSSp4/CCoSp4,86,334,Spring
1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,lime,31.15,2090-12-12,2090-12-09,31.82,2.0,4,185.88,4,33,Короткая программа,1,2A/3Lz+3T/FCSp3/3Lo/CSSp3/StSq2/CCoSp4,17,497,Winter
1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lime,73.84,2091-04-27,2091-04-25,56.01,2.0,1,200.71,1,33,Произвольная программа,7,3Lz+3T/3Loq/3Fq/2A/CSSp2/ChSq1/3F<+2T/FCCoSp3V/3T+2A+2T+SЕQ/3S/CCoSp4,51,497,Spring
1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lime,60.61,2090-11-18,2090-11-16,49.25,2.0,13,161.05,13,33,Произвольная программа,3,3Lzq/3Lo/1F/2A/CSSp1/ChSq1/3S+2T/FCCoSp4/3T+2A+SЕQ/3T+1Eu+2S/CCoSp3,12,497,Autumn
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lime,31.32,2090-10-28,2090-10-26,21.69,2.0,15,140.34,15,33,Короткая программа,5,2A/3T+3T/FCSp2/1Lo*/CSSp/StSq1/CCoSp3,6,497,Autumn
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lime,56.44,2090-10-28,2090-10-26,33.89,2.0,15,140.34,15,33,Произвольная программа,3,3Lz/3Lo/3F/2A/CSSp4/ChSq1/3Loq+REP/FCoSp/3T/3T+REP/CCoSp3,6,497,Autumn
1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,lime,36.61,2091-04-27,2091-04-25,35.25,2.0,1,200.71,1,33,Короткая программа,4,2A/3Lz+3T/FCSp3/3Lo/CSSp3/StSq2/CCoSp4,51,497,Spring
0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lime,30.97,2091-10-21,2091-10-17,27.96,2.0,13,169.56,12,33,Короткая программа,4,A/3F+3T/CCSp3/3Lz/FSSp3/StSq1/CCoSp3V,3239,497,Autumn
1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lime,60.27,2091-10-21,2091-10-17,52.36,2.0,13,169.56,13,33,Произвольная программа,3,3Lz+3Tq/3Lo+2T/3F/2A/CSSp1/ChSq1/3Lz/3T+2A+SЕQ/3S/FCCoSp3/CCoSpBV,3239,497,Autumn
1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lime,65.28,2090-12-12,2090-12-09,57.63,2.0,4,185.88,4,33,Произвольная программа,8,3Lz/3Lo/3F/2A/CSSp3/ChSq1/3S+2T/FCCoSp3/3T+2A+SЕQ/3T+1Eu+2S/CCoSp3,17,497,Winter
1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lime,65.24,2091-12-11,2091-12-09,56.83,2.0,2,188.26,2,33,Произвольная программа,4,3Lz+3T/3Lo/3F/2A/CSSp3/ChSq1/3Lz+2T/3T+2A+2T+SЕQ/3S/FCCoSp4V/CCoSp,4793,497,Winter
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,lime,30.97,2090-11-18,2090-11-16,21.22,2.0,13,161.05,14,33,Короткая программа,15,2A/3Lz+COMBO/FCSp3/3Lo/CSSp2/StSqB/CCoSp3V,12,497,Autumn
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,lime,32.44,2091-12-11,2091-12-09,34.75,2.0,2,188.26,2,33,Короткая программа,2,2A/3F+3T/CCSp3/3Lz/FSSp3/StSq3/CCoSp4V,4793,497,Winter
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,green,18.73,2092-02-02,2092-01-29,14.74,1.0,0,0.0,22,62,Короткая программа,1,CCoSp4/StSq2/1A/2F/2Lz<+2T/LSp4,5879,9684,Winter
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,green,0.0,2092-02-02,2092-01-29,10.33,1.0,0,0.0,23,62,Элементы,12,2Lz!/2Lz!*/2Lz!+2T/2Lz!q*+2T*/CCoSp3/StSqB,5879,9684,Winter
0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,green,32.34,2092-04-20,2092-04-15,27.79,1.0,12,94.01,12,62,Произвольная программа,40,2A<</FSSp3/2Lo/ChSq1/2F/2Lz+2Lo/CCoSp3/2Lz+2T+1A+SЕQ/2F,7114,9684,Spring
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,green,16.68,2092-04-20,2092-04-15,17.2,1.0,12,94.01,11,62,Короткая программа,40,1A/2F/CCoSp3/StSq2/2Lz+2T/LSp3,7114,9684,Spring
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,green,16.68,2092-04-03,2092-04-02,15.64,0.0,4,90.32,4,62,Короткая программа,7,1A/2F/CCoSp3/StSq2/2Lz!q+2T</LSp3,6884,9684,Spring
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,green,31.84,2092-03-28,2092-03-26,27.38,0.0,9,93.4,9,62,Произвольная программа,16,2A<</FSSp3/2Lo/ChSq1/2F/2F+2Lo/CCoSp3/2Lz+2T+1A+SЕQ/2Lz,7104,9684,Spring
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,green,16.76,2092-03-28,2092-03-26,17.42,0.0,9,93.4,10,62,Короткая программа,25,1A/2F/CCoSp3/StSq3/2Lz!+2T/LSp3,7104,9684,Spring
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,green,32.16,2092-02-21,2092-02-20,26.45,0.0,6,91.72,6,62,Произвольная программа,20,2A<</FSSp3/2Lo/ChSq1/2F/2F+2Lo+1A+SЕQ/CCoSp3/2Lz!+2T/2Lz!,6867,9684,Winter
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,green,16.59,2092-02-21,2092-02-20,16.52,0.0,6,91.72,5,62,Короткая программа,25,1A/2F/CCoSp3/StSq2/2Lz!q+2T/LSp3,6867,9684,Winter
0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,green,31.34,2092-01-17,2092-01-13,27.31,0.0,5,84.74,2,62,Произвольная программа,4,2A<</FSSp3/2Lo/ChSq1/2F/2F+1A+2Loq+SЕQ/CCoSp3/2Lz+2T/2Lz,6859,9684,Winter
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,green,31.5,2092-04-03,2092-04-02,27.0,0.0,4,90.32,5,62,Произвольная программа,15,2A<</FSSp3/2Lo/ChSq1/2F/2F+2Loq/CCoSp3/2Lz+2T+1A+SЕQ/2Lz,6884,9684,Spring
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,green,15.69,2092-01-17,2092-01-13,10.9,0.0,5,84.74,9,62,Короткая программа,2,2A<</2F/CCoSp/StSq1/2Lz+2T</LSp3,6859,9684,Winter
